ID	DOCULECT	DOCULECT_OLD	CONCEPT	LANGID	VALUE	FORM	COG	TOKENS	COGID	SEGMENTS	SONARS	PROSTRINGS	CLASSES	NUMBERS	WEIGHTS	IPA	DUPLICATES	LEXSTATID	ALIGNMENT
4364	Ansus_EG	Ansus (EG)	mouth		woreŋ	woreŋ	mouth-	w o r e ŋ	1476	w o r e ŋ	6 7 5 7 4	AXBYN	WUREN	.W.C .U.V .R.C .E.V .N.c	2.0 1.5 1.75 1.3 0.8	woreŋ	0	1748	- - w o r e - ŋ
4365	Pom	Pom	mouth		wapaŋ	wapaŋ	mouth-	w a p a ŋ	1476	w a p a ŋ	6 7 1 7 4	AXBYN	WAPAN	.W.C .A.V .P.C .A.V .N.c	2.0 1.5 1.75 1.3 0.8	wapaŋ	0	1748	w a - - p a - ŋ
4366	Serewen	Serewen	mouth		huapan	huapan	mouth-	h u a p a n	1476	h u a p a n	3 7 7 1 7 4	AXYBYN	HYAPAN	.H.C .Y.V .A.V .P.C .A.V .N.c	2.0 1.5 1.3 1.75 1.3 0.8	huapan	0	1748	h u - a p a - n
4367	Kurudu	KURUDU	mouth	69	bondo	bondo	mouth-	b o n d o	1476	b o n d o	1 7 4 1 7	AXMBZ	PUNTU	69.P.C 69.U.V 69.N.c 69.T.C 69.U.V	2.0 1.5 1.1 1.75 0.8	bondo	0	1756	b o n d o
4368	Biak	Biak	mouth	36	sbā	sbā	mouth-36	s b ā	1481	s b ā	3 1 7	ACZ	SPA	36.S.C 36.P.C 36.A.V	2.0 1.5 0.8	sbā	0	1751	s b ā
4369	Biak_Betew	Biak Betew (Mutus)	mouth		twadon	twadon	mouth-	t w a d o n	1476	t w a d o n	1 6 7 1 7 4	ACXBYN	TWATUN	.T.C .W.C .A.V .T.C .U.V .N.c	2.0 1.5 1.5 1.75 1.3 0.8	twadon	0	1748	t - w a d o - n
4370	Biak_Numfor	Biak Numfoor (Mandori)	mouth		swadon	swadon	mouth-	s w a d o n	1476	s w a d o n	3 6 7 1 7 4	ACXBYN	SWATUN	.S.C .W.C .A.V .T.C .U.V .N.c	2.0 1.5 1.5 1.75 1.3 0.8	swadon	0	1748	s - w a d o - n
4371	Roswar	Roswar	mouth	70	sva	sva	mouth-	s β a	1476	s β a	3 3 7	ACZ	SBA	70.S.C 70.B.C 70.A.V	2.0 1.5 0.8	sβa	0	1751	s β a
4372	Roon	Roon	mouth		sava	sava	mouth-	s a β a	1476	s a β a	3 7 3 7	AXBZ	SABA	.S.C .A.V .B.C .A.V	2.0 1.5 1.75 0.8	saβa	0	1748	s a β - - a - -
4373	Arguni	Arguni	mouth	34	efe	efe	mouth-34	e ɸ e	1480	e ɸ e	7 3 7	XBZ	EBE	34.E.V 34.B.C 34.E.V	1.5 1.75 0.8	eɸe	0	1760	e ɸ e
4374	As	As (ABVD)	mouth	35	walu	walu	mouth-4	w a l u	1482	w a l u	6 7 5 7	AXBZ	WALY	35.W.C 35.A.V 35.L.C 35.Y.V	2.0 1.5 1.75 0.8	walu	0	1749	w a l u
4375	Biga	Biga (rem)	mouth	37	samo	samo	mouth-3	s a m o	1479	s a m o	3 7 4 7	AXBZ	SAMU	37.S.C 37.A.V 37.M.C 37.U.V	2.0 1.5 1.75 0.8	samo	0	1750	s a m o
4376	Buli	Buli	mouth	38	smo	smo	mouth-3	s m o	1479	s m o	3 4 7	ACX	SMU	38.S.C 38.M.C 38.U.V	2.0 1.5 1.5	smo	1	1750	s - m o
4377	Fiawat	Fiawat (fiawat)	mouth	40	hemo	hemo	mouth-3	h e m o	1479	h e m o	3 7 4 7	AXBZ	HEMU	40.H.C 40.E.V 40.M.C 40.U.V	2.0 1.5 1.75 0.8	hemo	0	1750	h e m o
4378	Gane	Gane	mouth	41	sumu	sumu	mouth-3	s u m u	1479	s u m u	3 7 4 7	AXBZ	SYMY	41.S.C 41.Y.V 41.M.C 41.Y.V	2.0 1.5 1.75 0.8	sumu	0	1750	s u m u
4379	Gebe	Gebe	mouth	42	kapio	kapio	mouth-42	k a p i o	1483	k a p i o	1 7 1 7 7	AXBYZ	KAPIU	42.K.C 42.A.V 42.P.C 42.I.V 42.U.V	2.0 1.5 1.75 1.3 0.8	kapio	1	1753	k a p i o
4380	Kawe	Kawe (rem)	mouth	44	galo	galo	mouth-2	g a l o	1478	g a l o	1 7 5 7	AXBZ	KALU	44.K.C 44.A.V 44.L.C 44.U.V	2.0 1.5 1.75 0.8	galo	0	1749	g a l o
4381	Kowiai	Kowiai	mouth	45	matafut rom	matafut rom	mouth-45	m a t a ɸ u t _ r o m	1485	m a t a ɸ u t _ r o m	4 7 1 7 3 7 1 9 5 7 4	AXBYBYN_AXN	MATABYT_RUM	45.M.C 45.A.V 45.T.C 45.A.V 45.B.C 45.Y.V 45.T.c 45._._ 45.R.C 45.U.V 45.M.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8 0.0 2.0 1.5 0.8	mataɸut_rom	0	1755	m a t a ɸ u t _ r o m
4382	Laganyan	Laganyan	mouth	46	galo	galo	mouth-2	g a l o	1478	g a l o	1 7 5 7	AXBZ	KALU	46.K.C 46.A.V 46.L.C 46.U.V	2.0 1.5 1.75 0.8	galo	0	1749	g a l o
4383	Irarutu	Irarutu (Mats)	mouth	43	rimeta	rimeta	mouth-43	r i m e t a	1484	r i m e t a	5 7 4 7 1 7	AXBYBZ	RIMETA	43.R.C 43.I.V 43.M.C 43.E.V 43.T.C 43.A.V	2.0 1.5 1.75 1.3 1.75 0.8	rimeta	0	1754	r i m e t a
4384	Ambel	Ambel (rem)	mouth	32	gay	gay	mouth-2	g a j	1478	g a j	1 7 6	AXN	KAJ	32.K.C 32.A.V 32.J.c	2.0 1.5 0.8	gaj	0	1749	g a j -
4385	Matbat	Matbat	mouth	47	ga²¹l	ga²¹l	mouth-2	g ²¹/a l	1478	g a l	1 7 5	AXN	KAL	47.K.C 47.A.V 47.L.c	2.0 1.5 0.8	gal	0	1749	g ²¹/a l -
4386	Maya_Misool	Ma'ya Misool	mouth	48	galo	galo	mouth-2	g a l o	1478	g a l o	1 7 5 7	AXBZ	KALU	48.K.C 48.A.V 48.L.C 48.U.V	2.0 1.5 1.75 0.8	galo	0	1749	g a l o
4387	Maya_Salawati	Ma'ya Salawati	mouth	49	galo	galo	mouth-2	g a l o	1478	g a l o	1 7 5 7	AXBZ	KALU	49.K.C 49.A.V 49.L.C 49.U.V	2.0 1.5 1.75 0.8	galo	0	1749	g a l o
4388	Sekar	Sekar (ABVD)	mouth	52	suma	suma	mouth-3	s u m a	1479	s u m a	3 7 4 7	AXBZ	SYMA	52.S.C 52.Y.V 52.M.C 52.A.V	2.0 1.5 1.75 0.8	suma	0	1750	s u m a
4389	Taba	Taba	mouth	54	sumo	sumo	mouth-3	s u m o	1479	s u m o	3 7 4 7	AXBZ	SYMU	54.S.C 54.Y.V 54.M.C 54.U.V	2.0 1.5 1.75 0.8	sumo	0	1750	s u m o
4390	Wauyai	Wauyai	mouth	58	galo	galo	mouth-2	g a l o	1478	g a l o	1 7 5 7	AXBZ	KALU	58.K.C 58.A.V 58.L.C 58.U.V	2.0 1.5 1.75 0.8	galo	0	1749	g a l o
4391	Waropen	Waropen (held)	mouth	57	boro	boro	mouth-4	b o r o	1482	b o r o	1 7 5 7	AXBZ	PURU	57.P.C 57.U.V 57.R.C 57.U.V	2.0 1.5 1.75 0.8	boro	0	1752	b o r o
4392	Umar	Umar	mouth	55	o	o	mouth-55	o	1486	o	7	X	U	55.U.V	1.5	o	1	1757	o
4393	Yaur	Yaur	mouth	59	ómògrè	ómògrè	mouth-55	ó m ò g r è	1486	ó m ò g r è	7 4 7 1 5 7	XBYBCZ	UMUKRE	59.U.V 59.M.C 59.U.V 59.K.C 59.R.C 59.E.V	1.5 1.75 1.3 1.75 1.5 0.8	ómògrè	0	1758	ó m ò g r è
4394	Yerisiam	Yerisiam	mouth	60	óomà	óomà	mouth-60	ó o m à	1487	ó o m à	7 7 4 7	XYBZ	UUMA	60.U.V 60.U.V 60.M.C 60.A.V	1.5 1.3 1.75 0.8	óomà	0	1759	ó o m à
4395	Moor	Moor	mouth	50	turé	turé	mouth-1	t u r é	1477	t u r é	1 7 5 7	AXBZ	TYRE	50.T.C 50.Y.V 50.R.C 50.E.V	2.0 1.5 1.75 0.8	turé	0	1748	- - t u r é - -
4396	Warembori	Warembori	mouth	56	ke-vo-ro	ke-vo-ro	mouth-4	k e β o r o	1482	k e β o r o	1 7 3 7 5 7	AXBYBZ	KEBURU	56.K.C 56.E.V 56.B.C 56.U.V 56.R.C 56.U.V	2.0 1.5 1.75 1.3 1.75 0.8	keβoro	0	1748	k e β o r o - -
4397	Cebuano_outgroup	Cebuano	nail		kuko	kuko	nail-	k u k o	1488	k u k o	1 7 1 7	AXBZ	KYKU	.K.C .Y.V .K.C .U.V	2.0 1.5 1.75 0.8	kuko	0	1762	k u k - - o
4398	Ambai	Ambai	nail	31	waradiu	waradiu	nail-	w a r a d i u	1488	w a r a d i u	6 7 5 7 1 7 7	AXBYBYZ	WARATIY	31.W.C 31.A.V 31.R.C 31.A.V 31.T.C 31.I.V 31.Y.V	2.0 1.5 1.75 1.3 1.75 1.3 0.8	waradiu	0	1773	w a r a d i u
4399	Ansus_PD	Ansus (P&D)	nail	33	paku	paku	nail-33	p a k u	1490	p a k u	1 7 1 7	AXBZ	PAKY	33.P.C 33.A.V 33.K.C 33.Y.V	2.0 1.5 1.75 0.8	paku	0	1771	p a k u
4400	Ansus_EG	Ansus (EG)	nail		warandi	warandi	nail-	w a r a n d i	1488	w a r a n d i	6 7 5 7 4 1 7	AXBYMBZ	WARANTI	.W.C .A.V .R.C .A.V .N.c .T.C .I.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	warandi	0	1772	w a r a n d i
4401	Pom	Pom	nail		di	di	nail-	d i	1488	d i	1 7	AX	TI	.T.C .I.V	2.0 1.5	di	0	1767	d i
4402	Kurudu	KURUDU	nail	69	vrare	vrare	nail-	β r a r e	1488	β r a r e	3 5 7 5 7	ACXBZ	BRARE	69.B.C 69.R.C 69.A.V 69.R.C 69.E.V	2.0 1.5 1.5 1.75 0.8	βrare	0	1770	β r a r e
4403	Biak	Biak	nail	36	we	we	nail-36	w e	1491	w e	6 7	AX	WE	36.W.C 36.E.V	2.0 1.5	we	1	1765	w e
4404	Biak_Betew	Biak Betew (Mutus)	nail		wrampin be	wrampin be	nail-	w r a m p i n _ b e	1488	w r a m p i n _ b e	6 5 7 4 1 7 4 9 1 7	ACYMBYN_AX	WRAMPIN_PE	.W.C .R.C .A.V .M.c .P.C .I.V .N.c ._._ .P.C .E.V	2.0 1.5 1.3 1.1 1.75 1.3 0.8 0.0 2.0 1.5	wrampin_be	0	1774	w r a m p i n _ b e
4405	Biak_Numfor	Biak Numfoor (Mandori)	nail		bei	bei	nail-	b e i	1488	b e i	1 7 7	AXZ	PEI	.P.C .E.V .I.V	2.0 1.5 0.8	bei	0	1763	- - - b e i
4406	Roswar	Roswar	nail	70	asen	asen	nail-	a s e n	1488	a s e n	7 3 7 4	XBYN	ASEN	70.A.V 70.S.C 70.E.V 70.N.c	1.5 1.75 1.3 0.8	asen	0	1766	a s e n
4407	Roon	Roon	nail		varapar	varapar	nail-	β a r a p a r	1488	β a r a p a r	3 7 5 7 1 7 5	AXBYBYN	BARAPAR	.B.C .A.V .R.C .A.V .P.C .A.V .R.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	βarapar	0	1764	- - β a r a - - p a r -
4408	Biga	Biga (rem)	nail	37	kaipo	kaipo	nail-1	k a i p o	1489	k a i p o	1 7 7 1 7	AXYBZ	KAIPU	37.K.C 37.A.V 37.I.V 37.P.C 37.U.V	2.0 1.5 1.3 1.75 0.8	kaipo	0	1762	k a - i p o
4409	Fiawat	Fiawat (fiawat)	nail	40	esip	esip	nail-1	e s i p	1489	e s i p	7 3 7 1	XBYN	ESIP	40.E.V 40.S.C 40.I.V 40.P.c	1.5 1.75 1.3 0.8	esip	0	1762	- e s i p -
4410	Kawe	Kawe (rem)	nail	44	asebo	asebo	nail-1	a s e b o	1489	a s e b o	7 3 7 1 7	XBYBZ	ASEPU	44.A.V 44.S.C 44.E.V 44.P.C 44.U.V	1.5 1.75 1.3 1.75 0.8	asebo	0	1762	- a s e b o
4411	Laganyan	Laganyan	nail	46	asebo	asebo	nail-1	a s e b o	1489	a s e b o	7 3 7 1 7	XBYBZ	ASEPU	46.A.V 46.S.C 46.E.V 46.P.C 46.U.V	1.5 1.75 1.3 1.75 0.8	asebo	0	1762	- a s e b o
4412	Ambel	Ambel (rem)	nail	32	kabe	kabe	nail-1	k a b e	1489	k a b e	1 7 1 7	AXBZ	KAPE	32.K.C 32.A.V 32.P.C 32.E.V	2.0 1.5 1.75 0.8	kabe	0	1763	k a - b e -
4413	Matbat	Matbat	nail	47	he²¹m	he²¹m	nail-47	h ²¹/e m	1492	h e m	3 7 4	AXN	HEM	47.H.C 47.E.V 47.M.c	2.0 1.5 0.8	hem	0	1769	h ²¹/e m
4414	Maya_Misool	Ma'ya Misool	nail	48	kasi¹²b	kasi¹²b	nail-1	k a s ¹²/i b	1489	k a s i b	1 7 3 7 1	AXBYN	KASIP	48.K.C 48.A.V 48.S.C 48.I.V 48.P.c	2.0 1.5 1.75 1.3 0.8	kasib	0	1762	k a s ¹²/i b -
4415	Maya_Salawati	Ma'ya Salawati	nail	49	kaʃi³p	kaʃi³p	nail-1	k a ʃ ³/i p	1489	k a ʃ i p	1 7 3 7 1	AXBYN	KASIP	49.K.C 49.A.V 49.S.C 49.I.V 49.P.c	2.0 1.5 1.75 1.3 0.8	kaʃip	0	1762	k a ʃ ³/i p -
4416	Wauyai	Wauyai	nail	58	kaʃebo	kaʃebo	nail-1	k a ʃ e b o	1489	k a ʃ e b o	1 7 3 7 1 7	AXBYBZ	KASEPU	58.K.C 58.A.V 58.S.C 58.E.V 58.P.C 58.U.V	2.0 1.5 1.75 1.3 1.75 0.8	kaʃebo	0	1762	k a ʃ e b o
4417	Yerisiam	Yerisiam	nail	60	káabí	káabí	nail-1	k á a b í	1489	k á a b í	1 7 7 1 7	AXYBZ	KAAPI	60.K.C 60.A.V 60.A.V 60.P.C 60.I.V	2.0 1.5 1.3 1.75 0.8	káabí	0	1763	k á a b í -
4418	Moor	Moor	nail	50	vùmi	vùmi	nail-50	β ù m i	1493	β ù m i	3 7 4 7	AXBZ	BYMI	50.B.C 50.Y.V 50.M.C 50.I.V	2.0 1.5 1.75 0.8	βùmi	0	1768	β ù m i
4419	Warembori	Warembori	nail	56	ke-vera-kivi-ro	ke-vera-kivi-ro	nail-	k e β e r a k i β i r o	1488	k e β e r a k i β i r o	1 7 3 7 5 7 1 7 3 7 5 7	AXBYBYBYBYBZ	KEBERAKIBIRU	56.K.C 56.E.V 56.B.C 56.E.V 56.R.C 56.A.V 56.K.C 56.I.V 56.B.C 56.I.V 56.R.C 56.U.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.75 1.3 1.75 0.8	keβerakiβiro	0	1764	k e β e r a k i β i r o
4420	Cebuano_outgroup	Cebuano	name		ngálan	ngálan	name-1	n g á l a n	1495	n g á l a n	4 1 7 5 7 4	ACYBYN	NKALAN	.N.C .K.C .A.V .L.C .A.V .N.c	2.0 1.5 1.3 1.75 1.3 0.8	ngálan	0	1785	n g á l a n
4423	Wamesa	WAD	name	30	sano	sano	name-1	s a n o	1495	s a n o	3 7 4 7	AXBZ	SANU	30.S.C 30.A.V 30.N.C 30.U.V	2.0 1.5 1.75 0.8	sano	0	1776	- - s a n o - -
4424	Ambai	Ambai	name	31	wono	wono	name-31	w o n o	1496	w o n o	6 7 4 7	AXBZ	WUNU	31.W.C 31.U.V 31.N.C 31.U.V	2.0 1.5 1.75 0.8	wono	0	1780	w o n o
4425	Ansus_PD	Ansus (P&D)	name	33	anou	anou	name-33	a n o u	1498	a n o u	7 4 7 7	XBYZ	ANUY	33.A.V 33.N.C 33.U.V 33.Y.V	1.5 1.75 1.3 0.8	anou	0	1776	- - - a n o - u
4426	Ansus_EG	Ansus (EG)	name		anom	anom	name-	a n o m	1494	a n o m	7 4 7 4	XBYN	ANUM	.A.V .N.C .U.V .M.c	1.5 1.75 1.3 0.8	anom	0	1776	- - - a n o m -
4427	Pom	Pom	name		hanomu	hanomu	name-	h a n o m u	1494	h a n o m u	3 7 4 7 4 7	AXBYBZ	HANUMY	.H.C .A.V .N.C .U.V .M.C .Y.V	2.0 1.5 1.75 1.3 1.75 0.8	hanomu	0	1776	- - h a n o m u
4428	Serewen	Serewen	name		hanoŋ	hanoŋ	name-	h a n o ŋ	1494	h a n o ŋ	3 7 4 7 4	AXBYN	HANUN	.H.C .A.V .N.C .U.V .N.c	2.0 1.5 1.75 1.3 0.8	hanoŋ	0	1776	- - h a n o ŋ -
4429	Serui_Laut	Serui-Laut (slump)	name	53	anoma	anoma	name-33	a n o m a	1498	a n o m a	7 4 7 4 7	XBYBZ	ANUMA	53.A.V 53.N.C 53.U.V 53.M.C 53.A.V	1.5 1.75 1.3 1.75 0.8	anoma	0	1776	- - - a n o m a
4430	Biak	Biak	name	36	nasàn, snon-snon	nasàn	name-1	n a s à n	1495	n a s à n	4 7 3 7 4	AXBYN	NASAN	36.N.C 36.A.V 36.S.C 36.A.V 36.N.c	2.0 1.5 1.75 1.3 0.8	nasàn	0	1775	n a s - à n -
4431	Biak	Biak	name	36	nasàn, snon-snon	snon-snon	name-39	_ s n o n s n o n	1500	_ s n o n s n o n	9 3 4 7 4 3 4 7 4	_ACXMBCYN	_SNUNSNUN	36._._ 36.S.C 36.N.C 36.U.V 36.N.c 36.S.C 36.N.C 36.U.V 36.N.c	0.0 2.0 1.5 1.5 1.1 1.75 1.5 1.3 0.8	_snonsnon	0	1781	_ s n o n s n o n
4432	Roon	Roon	name		sono	sono	name-	s o n o	1494	s o n o	3 7 4 7	AXBZ	SUNU	.S.C .U.V .N.C .U.V	2.0 1.5 1.75 0.8	sono	0	1776	- - s o n o - -
4433	Dusner	Dusner	name	39	snori	snori	name-39	s n o r i	1500	s n o r i	3 4 7 5 7	ACXBZ	SNURI	39.S.C 39.N.C 39.U.V 39.R.C 39.I.V	2.0 1.5 1.5 1.75 0.8	snori	0	1778	- - s n o r i
4434	Arguni	Arguni	name	34	gadin	gadin	name-34	g a d i n	1499	g a d i n	1 7 1 7 4	AXBYN	KATIN	34.K.C 34.A.V 34.T.C 34.I.V 34.N.c	2.0 1.5 1.75 1.3 0.8	gadin	0	1775	g a d - i n -
4435	As	As (ABVD)	name	35	gasɛn	gasɛn	name-1	g a s ɛ n	1495	g a s ɛ n	1 7 3 7 4	AXBYN	KASEN	35.K.C 35.A.V 35.S.C 35.E.V 35.N.c	2.0 1.5 1.75 1.3 0.8	gasɛn	0	1775	g a s - ɛ n -
4436	Biga	Biga (rem)	name	37	nanɔ	nanɔ	name-1	n a n ɔ	1495	n a n ɔ	4 7 4 7	AXBZ	NANU	37.N.C 37.A.V 37.N.C 37.U.V	2.0 1.5 1.75 0.8	nanɔ	0	1777	n a n - ɔ
4437	Buli	Buli	name	38	ŋasan	ŋasan	name-1	ŋ a s a n	1495	ŋ a s a n	4 7 3 7 4	AXBYN	NASAN	38.N.C 38.A.V 38.S.C 38.A.V 38.N.c	2.0 1.5 1.75 1.3 0.8	ŋasan	0	1775	ŋ a s - a n -
4438	Fiawat	Fiawat (fiawat)	name	40	nahan	nahan	name-1	n a h a n	1495	n a h a n	4 7 3 7 4	AXBYN	NAHAN	40.N.C 40.A.V 40.H.C 40.A.V 40.N.c	2.0 1.5 1.75 1.3 0.8	nahan	0	1775	n a h - a n -
4439	Gane	Gane	name	41	fsona	fsona	name-41	ɸ s o n a	1501	ɸ s o n a	3 3 7 4 7	ACYBZ	BSUNA	41.B.C 41.S.C 41.U.V 41.N.C 41.A.V	2.0 1.5 1.3 1.75 0.8	ɸsona	0	1784	ɸ s o n a
4440	Gebe	Gebe	name	42	ŋasn|ɔ	ŋasn|ɔ	name-1	ŋ a s n ɔ	1495	ŋ a s n ɔ	4 7 3 4 7	AXBCZ	NASNU	42.N.C 42.A.V 42.S.C 42.N.C 42.U.V	2.0 1.5 1.75 1.5 0.8	ŋasnɔ	0	1778	ŋ a s n ɔ - -
4441	Kawe	Kawe (rem)	name	44	nan	nan	name-1	n a n	1495	n a n	4 7 4	AXN	NAN	44.N.C 44.A.V 44.N.c	2.0 1.5 0.8	nan	0	1777	n a n - -
4442	Kowiai	Kowiai	name	45	nésa	nésa	name-1	n é s a	1495	n é s a	4 7 3 7	AXBZ	NESA	45.N.C 45.E.V 45.S.C 45.A.V	2.0 1.5 1.75 0.8	nésa	0	1775	n é s - a - -
4443	Laganyan	Laganyan	name	46	na'han	na'han	name-1	n a ʔ h a n	1495	n a ʔ h a n	4 7 1 3 7 4	AXBCYN	NAHHAN	46.N.C 46.A.V 46.H.C 46.H.C 46.A.V 46.N.c	2.0 1.5 1.75 1.5 1.3 0.8	naʔhan	0	1775	n a ʔ h a n -
4444	Irarutu	Irarutu (Mats)	name	43	nɯ́	nɯ́	name-43	n ɯ́	1502	n ɯ́	4 7	AX	NI	43.N.C 43.I.V	2.0 1.5	nɯ́	0	1777	n ɯ́ - - -
4445	Ambel	Ambel (rem)	name	32	gayn	gayn	name-32	g a j n	1497	g a j n	1 7 6 4	AXLN	KAJN	32.K.C 32.A.V 32.J.c 32.N.c	2.0 1.5 1.1 0.8	gajn	0	1779	g a j n
4446	Matbat	Matbat	name	47	na²¹n	na²¹n	name-1	n ²¹/a n	1495	n a n	4 7 4	AXN	NAN	47.N.C 47.A.V 47.N.c	2.0 1.5 0.8	nan	0	1777	n ²¹/a n - -
4447	Maya_Misool	Ma'ya Misool	name	48	nasa¹²n	nasa¹²n	name-1	n a s ¹²/a n	1495	n a s a n	4 7 3 7 4	AXBYN	NASAN	48.N.C 48.A.V 48.S.C 48.A.V 48.N.c	2.0 1.5 1.75 1.3 0.8	nasan	0	1775	n a s - ¹²/a n -
4448	Maya_Salawati	Ma'ya Salawati	name	49	nasa³n	nasa³n	name-1	n a s ³/a n	1495	n a s a n	4 7 3 7 4	AXBYN	NASAN	49.N.C 49.A.V 49.S.C 49.A.V 49.N.c	2.0 1.5 1.75 1.3 0.8	nasan	0	1775	n a s - ³/a n -
4449	Sawai	Sawai (CAD)	name	51	ŋɔsɛn	ŋɔsɛn	name-1	ŋ ɔ s ɛ n	1495	ŋ ɔ s ɛ n	4 7 3 7 4	AXBYN	NUSEN	51.N.C 51.U.V 51.S.C 51.E.V 51.N.c	2.0 1.5 1.75 1.3 0.8	ŋɔsɛn	0	1775	ŋ ɔ s - ɛ n -
4450	Sekar	Sekar (ABVD)	name	52	garār	garār	name-34	g a r ā r	1499	g a r ā r	1 7 5 7 5	AXBYN	KARAR	52.K.C 52.A.V 52.R.C 52.A.V 52.R.c	2.0 1.5 1.75 1.3 0.8	garār	0	1783	g a r ā r
4451	Taba	Taba	name	54	sso	sso	name-54	ss o	1503	ss o	3 7	AX	SU	54.S.C 54.U.V	2.0 1.5	sso	0	1776	- - ss o - - - -
4452	Wauyai	Wauyai	name	58	nan	nan	name-1	n a n	1495	n a n	4 7 4	AXN	NAN	58.N.C 58.A.V 58.N.c	2.0 1.5 0.8	nan	0	1777	n a n - -
4453	Waropen	Waropen (held)	name	57	nasano	nasano	name-1	n a s a n o	1495	n a s a n o	4 7 3 7 4 7	AXBYBZ	NASANU	57.N.C 57.A.V 57.S.C 57.A.V 57.N.C 57.U.V	2.0 1.5 1.75 1.3 1.75 0.8	nasano	0	1775	n a s - a n o
4454	Umar	Umar	name	55	han	han	name-1	h a n	1495	h a n	3 7 4	AXN	HAN	55.H.C 55.A.V 55.N.c	2.0 1.5 0.8	han	0	1776	- - h a n - - -
4455	Yaur	Yaur	name	59	áhgrè	áhgrè	name-1	á h g r è	1495	á h g r è	7 3 1 5 7	XMBCZ	AHKRE	59.A.V 59.H.c 59.K.C 59.R.C 59.E.V	1.5 1.1 1.75 1.5 0.8	áhgrè	0	1782	á h g r è
4456	Yerisiam	Yerisiam	name	60	áahánà	áahánà	name-1	á a h á n à	1495	á a h á n à	7 7 3 7 4 7	XYBYBZ	AAHANA	60.A.V 60.A.V 60.H.C 60.A.V 60.N.C 60.A.V	1.5 1.3 1.75 1.3 1.75 0.8	áahánà	0	1776	á a h á n à - -
4457	Moor	Moor	name	50	nàtana	nàtana	name-1	n à t a n a	1495	n à t a n a	4 7 1 7 4 7	AXBYBZ	NATANA	50.N.C 50.A.V 50.T.C 50.A.V 50.N.C 50.A.V	2.0 1.5 1.75 1.3 1.75 0.8	nàtana	0	1775	n à t - a n a
4458	Warembori	Warembori	name	56	nan-do	nan-do	name-1	n a n d o	1495	n a n d o	4 7 4 1 7	AXMBZ	NANTU	56.N.C 56.A.V 56.N.c 56.T.C 56.U.V	2.0 1.5 1.1 1.75 0.8	nando	1	1777	n a n d o
4459	Cebuano_outgroup	Cebuano	narrow		hagíp-ot	hagíp-ot	narrow-1	h a g í p o t	1505	h a g í p o t	3 7 1 7 1 7 1	AXBYBYN	HAKIPUT	.H.C .A.V .K.C .I.V .P.C .U.V .T.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	hagípot	0	1787	h a g í p o t -
4461	Wamesa	WAD	narrow	30	kotar	kotar	narrow-30	k o t a r	1506	k o t a r	1 7 1 7 5	AXBYN	KUTAR	30.K.C 30.U.V 30.T.C 30.A.V 30.R.c	2.0 1.5 1.75 1.3 0.8	kotar	0	1786	k o - t a r
4462	Ambai	Ambai	narrow	31	katui	katui	narrow-30	k a t u i	1506	k a t u i	1 7 1 7 7	AXBYZ	KATYI	31.K.C 31.A.V 31.T.C 31.Y.V 31.I.V	2.0 1.5 1.75 1.3 0.8	katui	0	1801	k a t u i
4463	Ansus_PD	Ansus (P&D)	narrow	33	kiepaŋ	kiepaŋ	narrow-33	k i e p a ŋ	1507	k i e p a ŋ	1 7 7 1 7 4	AXYBYN	KIEPAN	33.K.C 33.I.V 33.E.V 33.P.C 33.A.V 33.N.c	2.0 1.5 1.3 1.75 1.3 0.8	kiepaŋ	0	1803	k i e p a ŋ
4464	Ansus_EG	Ansus (EG)	narrow		siota	siota	narrow-	s i o t a	1504	s i o t a	3 7 7 1 7	AXYBZ	SIUTA	.S.C .I.V .U.V .T.C .A.V	2.0 1.5 1.3 1.75 0.8	siota	0	1786	s i o t a -
4465	Pom	Pom	narrow		hahar	hahar	narrow-	h a h a r	1504	h a h a r	3 7 3 7 5	AXBYN	HAHAR	.H.C .A.V .H.C .A.V .R.c	2.0 1.5 1.75 1.3 0.8	hahar	0	1786	h a - h a r
4466	Kurudu	KURUDU	narrow	69	miniu	miniu	narrow-	m i n i u	1504	m i n i u	4 7 4 7 7	AXBYZ	MINIY	69.M.C 69.I.V 69.N.C 69.I.V 69.Y.V	2.0 1.5 1.75 1.3 0.8	miniu	0	1795	m i n i u
4467	Biak	Biak	narrow	36	fiòs	fiòs	narrow-36	ɸ i ò s	1508	ɸ i ò s	3 7 7 3	AXYN	BIUS	36.B.C 36.I.V 36.U.V 36.S.c	2.0 1.5 1.3 0.8	ɸiòs	0	1802	ɸ i ò s
4468	Biak_Betew	Biak Betew (Mutus)	narrow		i-trepek	i-trepek	narrow-	i t r e p e k	1504	i t r e p e k	7 1 5 7 1 7 1	XBCYBYN	ITREPEK	.I.V .T.C .R.C .E.V .P.C .E.V .K.c	1.5 1.75 1.5 1.3 1.75 1.3 0.8	itrepek	0	1788	i t r e p e k
