ID	DOCULECT	CONCEPT	LANGID	VALUE	FORM	COG	COGID	TOKENS
1380	Biak	cassowary	36	manuswar, wònge	wònge	cassowary-2	438	w ò n g e
1381	Biak Betew (Mutus)	cassowary		?	?	cassowary-	436	?
1382	Biak Numfoor (Mandori)	cassowary		manswar	manswar	cassowary-	436	m a n s w a r
1383	Roswar	cassowary	70	mansuar	mansuar	cassowary-	436	m a n s u a r
1384	Irarutu (Mats)	cassowary	43	jamú	jamú	cassowary-43	441	j a m ú
1385	Ambel (rem)	cassowary	32	mani lál	mani lál	cassowary-32	439	mani lál
1386	Matbat	cassowary	47	lɔw¹²	lɔw¹²	cassowary-47	442	l ɔ w ¹²
1387	Waropen (held)	cassowary	57	saro	saro	cassowary-1	437	s a r o
1388	Umar	cassowary	55	homia	homia	cassowary-55	443	h o m i a
1389	Yaur	cassowary	59	tòpàavré	tòpàavré	cassowary-59	444	t ò p à a v r é
1390	Yerisiam	cassowary	60	ópíà	ópíà	cassowary-60	445	ó p í à
1391	Moor	cassowary	50	atúara	atúara	cassowary-1	437	a t ú a r a
1392	Warembori	cassowary	56	suan-do	suan-do	cassowary-1	437	s u a n d o
1393	PMP	casuarina tree	68	(q)aRuhu	(q)aRuhu	casuarina tree-1	447	( q ) a R u h u
1394	WAD	casuarina tree	30	ai yarou	ai yarou	casuarina tree-1	447	ai yarou
1395	Ambai	casuarina tree	31	ai-yaru	ai-yaru	casuarina tree-1	447	a i y a r u
1396	Ansus (EG)	casuarina tree		ai yaru	ai yaru	casuarina tree-	446	ai yaru
1397	Biak	casuarina tree	36	yar	yar	casuarina tree-1	447	y a r
1398	Roon	casuarina tree		ai kasuari	ai kasuari	casuarina tree-	446	ai kasuari
1399	Umar	casuarina tree	55	jaru	jaru	casuarina tree-1	447	j a r u
1400	Yaur	casuarina tree	59	jármùríe	jármùríe	casuarina tree-1	447	j á r m ù r í e
1401	Yerisiam	casuarina tree	60	hákíikárà	hákíikárà	casuarina tree-60	448	h á k í i k á r à
1402	Warembori	casuarina tree	56	casuarina tree	casuarina tree	casuarina tree-casuarina tree	449	casuarina tree
1403	WAD	cat	30	niau	niau	cat-1	451	n i a u
1404	Ambai	cat	31	neki	neki	cat-5	452	n e k i
1405	Ansus (P&D)	cat	33	nau	nau	cat-1	451	n a u
1406	Ansus (EG)	cat		nau	nau	cat-	450	n a u
1407	Pom	cat		nau	nau	cat-	450	n a u
1408	Serui-Laut (slump)	cat	53	méki	méki	cat-5	452	m é k i
1409	Roon	cat		nauw	nauw	cat-	450	n a u w
1410	Sawai (CAD)	cat	51	boki	boki	cat-51	454	b o k i
1411	Umar	cat	55	nao	nao	cat-1	451	n a o
1412	Yaur	cat	59	nàovré	nàovré	cat-1	451	n à o v r é
1413	Yerisiam	cat	60	náò	náò	cat-1	451	n á ò
1414	Moor	cat	50	katarúma	katarúma	cat-50	453	k a t a r ú m a
1415	PCEMP	cheek	67	papar	papar	cheek-	455	p a p a r
1416	WAD	cheek	30	tarare	tarare	cheek-1	456	t a r a r e
1417	Ambai	cheek	31	tara-reai	tara-reai	cheek-1	456	t a r a r e a i
1418	Ansus (P&D)	cheek	33	tarandeu	tarandeu	cheek-1	456	t a r a n d e u
1419	Ansus (EG)	cheek		tarandei	tarandei	cheek-	455	t a r a n d e i
1420	Pom	cheek		tararei	tararei	cheek-	455	t a r a r e i
1421	Serui-Laut (slump)	cheek	53	tararei	tararei	cheek-1	456	t a r a r e i
1422	KURUDU	cheek	69	woro	woro	cheek-	455	w o r o
1423	Biak Betew (Mutus)	cheek		fofer	fofer	cheek-	455	f o f e r
1424	Biak Numfoor (Mandori)	cheek		knafofer	knafofer	cheek-	455	k n a f o f e r
1425	Roswar	cheek	70	fofer	fofer	cheek-	455	f o f e r
1426	Roon	cheek		fofer	fofer	cheek-	455	f o f e r
1427	Umar	cheek	55	gaiden	gaiden	cheek-55	458	g a i d e n
1428	Yaur	cheek	59	ávájè	ávájè	cheek-59	459	á v á j è
1429	Yerisiam	cheek	60	táagwánà	táagwánà	cheek-60	460	t á a g w á n à
1430	Moor	cheek	50	ì'o	ì'o	cheek-50	457	ì 'o
1431	PMP	chicken	68	manuk	manuk	chicken-2	463	m a n u k
1432	WAD	chicken	30	kokori	kokori	chicken-1	462	k o k o r i
1433	Ambai	chicken	31	man-kukei	man-kukei	chicken-3	464	m a n k u k e i
1434	Ansus (P&D)	chicken	33	maŋkuei	maŋkuei	chicken-3	464	m a ŋ k u e i
1435	Ansus (EG)	chicken		maŋkuei	maŋkuei	chicken-	461	m a ŋ k u e i
1436	Pom	chicken		maŋkokei	maŋkokei	chicken-	461	m a ŋ k o k e i
1437	Serui-Laut (slump)	chicken	53	mankúe	mankúe	chicken-3	464	m a n k ú e
1438	KURUDU	chicken	69	kokor	kokor	chicken-	461	k o k o r
1439	Biak	chicken	36	mankòkò	mankòkò	chicken-1	462	m a n k ò k ò
1440	Biak Betew (Mutus)	chicken		mantangkeyen	mantangkeyen	chicken-	461	m a n t a n g k e y e n
1441	Biak Numfoor (Mandori)	chicken		manggoko	manggoko	chicken-	461	m a n gg o k o
1442	Roswar	chicken	70	kokori	kokori	chicken-	461	k o k o r i
1443	Roon	chicken		kokori	kokori	chicken-	461	k o k o r i
1444	Irarutu (Mats)	chicken	43	kókrə	kókrə	chicken-1	462	k ó k r ə
1445	Ambel (rem)	chicken	32	takék	takék	chicken-32	465	t a k é k
1446	Matbat	chicken	47	takɛ¹²k	takɛ¹²k	chicken-32	465	t a k ɛ ¹² k
1447	Ma'ya Salawati	chicken	49	take¹²k	take¹²k	chicken-32	465	t a k e ¹² k
1448	Taba	chicken	54	manik	manik	chicken-2	463	m a n i k
1449	Waropen (held)	chicken	57	mani	mani	chicken-2	463	m a n i
1450	Umar	chicken	55	kokor	kokor	chicken-1	462	k o k o r
1451	Yaur	chicken	59	ò'òré	ò'òré	chicken-1	462	ò 'ò r é
1452	Yerisiam	chicken	60	kókórvè	kókórvè	chicken-1	462	k ó k ó r v è
1453	Moor	chicken	50	kokó	kokó	chicken-1	462	k o k ó
1454	Warembori	chicken	56	kue	kue	chicken-	461	k u e
1455	PCEMP	child	67	anak	anak	child-2	468	a n a k
1456	PMP	child	68	anak	anak	child-2	468	a n a k
1457	WAD	child	30	atuma	atuma	child-1	467	a t u m a
1458	Ambai	child	31	antun, arikaŋ	antun	child-1	467	a n t u n
1459	Ambai	child	31	antun, arikaŋ	arikaŋ	child-3	469	a r i k a ŋ
1460	Ansus (P&D)	child	33	kumai	kumai	child-33	471	k u m a i
1461	Ansus (EG)	child		kumai	kumai	child-	466	k u m a i
1462	Pom	child		roumawa	roumawa	child-	466	r o u m a w a
1463	Serewen	child		romawa	romawa	child-	466	r o m a w a
1464	Serui-Laut (slump)	child	53	antum, ariaŋ	antum	child-1	467	a n t u m
1465	Serui-Laut (slump)	child	53	antum, ariaŋ	ariaŋ	child-3	469	a r i a ŋ
1466	KURUDU	child	69	antukri	antukri	child-	466	a n t u k r i
1467	Biak	child	36	òkir	òkir	child-36	474	ò k i r
1468	Biak Betew (Mutus)	child		mkun	mkun	child-	466	m k u n
1469	Biak Numfoor (Mandori)	child		romawa	romawa	child-	466	r o m a w a
1470	Roswar	child	70	romkun	romkun	child-	466	r o m k u n
1471	Roon	child		romaw	romaw	child-	466	r o m a w
1472	Dusner	child	39	mtu, komoi	mtu	child-1	467	m t u
1473	Dusner	child	39	mtu, komoi	komoi	child-33	471	k o m o i
1474	Dusner (celd)	child		vemow	vemow	child-	466	v e m o w
1475	Arguni	child	34	gamimi	gamimi	child-34	472	g a m i m i
1476	As (ABVD)	child	35	lɛŋke	lɛŋke	child-35	473	l ɛ ŋ k e
1477	Biga (rem)	child	37	wa-ka	wa-ka	child-37	475	w a k a
1478	Buli	child	38	ntu	ntu	child-1	467	n t u
1479	Gane	child	41	mtuna	mtuna	child-1	467	m t u n a
1480	Gebe	child	42	awai	awai	child-42	476	a w a i
1481	Kowiai	child	45	lámtút	lámtút	child-45	478	l á m t ú t
1482	Irarutu (Mats)	child	43	mo	mo	child-43	477	m o
1483	Ambel (rem)	child	32	we, mákay	we	child-32	470	w e
1484	Matbat	child	47	wa³y	wa³y	child-42	476	w a ³ y
1485	Ma'ya Salawati	child	49	kacu³	kacu³	child-49	479	k a c u ³
1486	Sekar (ABVD)	child	52	kukanak	kukanak	child-2	468	k u k a n a k
1487	Taba	child	54	mtu	mtu	child-1	467	m t u
1488	Waropen (held)	child	57	tutu	tutu	child-1	467	t u t u
1489	Umar	child	55	ariatun	ariatun	child-3	469	a r i a t u n
1490	Yaur	child	59	ágò	ágò	child-59	480	á g ò
1491	Yerisiam	child	60	háahú	háahú	child-60	481	h á a h ú
1492	Moor	child	50	mà'una, komòi	mà'una	child-1	467	m à 'u n a
1493	Moor	child	50	mà'una, komòi	komòi	child-33	471	k o m ò i
1494	Warembori	child	56	make-ro	make-ro	child-	466	m a k e r o
1495	WAD	chili pepper	30	marisia	marisia	chili pepper-1	483	m a r i s i a
1496	Ambai	chili pepper	31	marisani	marisani	chili pepper-1	483	m a r i s a n i
1497	Ansus (EG)	chili pepper		marisaŋ	marisaŋ	chili pepper-	482	m a r i s a ŋ
1498	Pom	chili pepper		marisan	marisan	chili pepper-	482	m a r i s a n
1499	Biak	chili pepper	36	marisàn	marisàn	chili pepper-1	483	m a r i s à n
1500	Roon	chili pepper		marisan	marisan	chili pepper-	482	m a r i s a n
1501	Irarutu (Mats)	chili pepper	43	gigisí	gigisí	chili pepper-43	484	g i g i s í
1502	Umar	chili pepper	55	kimbo	kimbo	chili pepper-55	486	k i m b o
1503	Yaur	chili pepper	59	ìmbòovré	ìmbòovré	chili pepper-55	486	ì m b ò o v r é
1504	Yerisiam	chili pepper	60	kímbóovè	kímbóovè	chili pepper-55	486	k í m b ó o v è
1505	Moor	chili pepper	50	sambá'u vó	sambá'u vó	chili pepper-50	485	sambá'u vó
1506	Warembori	chili pepper	56	chili pepper	chili pepper	chili pepper-chili pepper	487	chili pepper
1507	PCEMP	choose	67	piliq	piliq	choose-1	489	p i l i q
1508	PMP	choose	68	piliq	piliq	choose-1	489	p i l i q
1509	WAD	choose	30	iri	iri	choose-1	489	i r i
1510	Ambai	choose	31	(r)iri	(r)iri	choose-1	489	( r ) i r i
1511	Ansus (EG)	choose		iria	iria	choose-	488	i r i a
1512	Pom	choose		riri	riri	choose-	488	r i r i
1513	Serui-Laut (slump)	choose	53	iria	iria	choose-1	489	i r i a
1514	Biak	choose	36	sra	sra	choose-36	491	s r a
1515	Roon	choose		kifir	kifir	choose-	488	k i f i r
1516	Arguni	choose	34	pili	pili	choose-1	489	p i l i
1517	Biga (rem)	choose	37	fihi	fihi	choose-2	490	f i h i
1518	Buli	choose	38	fisan	fisan	choose-2	490	f i s a n
1519	Gebe	choose	42	fisa	fisa	choose-2	490	f i s a
1520	Kowiai	choose	45	pil	pil	choose-1	489	p i l
1521	Irarutu (Mats)	choose	43	bi-rə	bi-rə	choose-43	492	b i r ə
1522	Sekar (ABVD)	choose	52	fini	fini	choose-1	489	f i n i
1523	Waropen (held)	choose	57	maŋgura	maŋgura	choose-57	493	m a ŋ g u r a
1524	Umar	choose	55	ariri	ariri	choose-1	489	a r i r i
1525	Yaur	choose	59	jéeníné	jéeníné	choose-59	494	j é e n í n é
1526	Yerisiam	choose	60	váváné	váváné	choose-60	495	v á v á n é
1527	Moor	choose	50	irá	irá	choose-1	489	i r á
1528	PCEMP	climb	67	sakay	sakay	climb-1	497	s a k a y
1529	PMP	climb	68	sakay	sakay	climb-1	497	s a k a y
1530	WAD	climb	30	sa	sa	climb-1	497	s a
1531	Ambai	climb	31	auta	auta	climb-31	498	a u t a
1532	Ansus (EG)	climb		veita	veita	climb-	496	v e i t a
1533	Pom	climb		oita	oita	climb-	496	o i t a
1534	Biak	climb	36	aber	aber	climb-36	500	a b e r
1535	Roon	climb		vai, sa	vai	climb-	496	v a i
1536	Arguni	climb	34	u-sua	u-sua	climb-34	499	u s u a
1537	Biga (rem)	climb	37	sa	sa	climb-1	497	s a
1538	Buli	climb	38	dawil	dawil	climb-38	501	d a w i l
1539	Gane	climb	41	sapak	sapak	climb-1	497	s a p a k
1540	Gebe	climb	42	sa	sa	climb-1	497	s a
1541	Kowiai	climb	45	sa'a	sa'a	climb-1	497	s a 'a
1542	Laganyan	climb	46	sak	sak	climb-1	497	s a k
1543	Irarutu (Mats)	climb	43	mietə	mietə	climb-43	502	m i e t ə
1544	Ambel (rem)	climb	32	sá	sá	climb-1	497	s á
1545	Matbat	climb	47	ha³	ha³	climb-1	497	h a ³
1546	Ma'ya Misool	climb	48	sak	sak	climb-1	497	s a k
1547	Ma'ya Salawati	climb	49	sak	sak	climb-1	497	s a k
1548	Sekar (ABVD)	climb	52	sa	sa	climb-1	497	s a
1549	Yerisiam	climb	60	tóbíà	tóbíà	climb-60	504	t ó b í à
1550	Moor	climb	50	tuá'a	tuá'a	climb-50	503	t u á 'a
1551	WAD	cloth	30	serei	serei	cloth-1	506	s e r e i
1552	Ambai	cloth	31	kavui	kavui	cloth-31	507	k a v u i
1553	Ansus (P&D)	cloth	33	irei	irei	cloth-1	506	i r e i
1554	Ansus (EG)	cloth		irei	irei	cloth-	505	i r e i
1555	Pom	cloth		harire	harire	cloth-	505	h a r i r e
1556	Serewen	cloth		harire	harire	cloth-	505	h a r i r e
1557	Serui-Laut (slump)	cloth	53	pimuma	pimuma	cloth-53	509	p i m u m a
1558	Roon	cloth		sit	sit	cloth-	505	s i t
1559	Irarutu (Mats)	cloth	43	efítə	efítə	cloth-43	508	e f í t ə
1560	Umar	cloth	55	hereu	hereu	cloth-1	506	h e r e u
1561	Yaur	cloth	59	hèràuvré	hèràuvré	cloth-1	506	h è r à u v r é
1562	Yerisiam	cloth	60	kánsíijà	kánsíijà	cloth-60	511	k á n s í i j à
1563	Moor	cloth	50	seregwía	seregwía	cloth-1	506	s e r e g w í a
1564	Warembori	cloth	56	doi-ro	doi-ro	cloth-56	510	d o i r o
1565	PCEMP	clothes	67	malaw	malaw	clothes-2	514	m a l a w
1566	WAD	clothes	30	sasu	sasu	clothes-1	513	s a s u
1567	Ambai	clothes	31	ansun (S)	ansun (S)	clothes-1	513	ansun (S)
1568	Ansus (P&D)	clothes	33	asuŋ	asuŋ	clothes-1	513	a s u ŋ
1569	Ansus (EG)	clothes		asun	asun	clothes-	512	a s u n
1570	Pom	clothes		hasumbaran	hasumbaran	clothes-	512	h a s u m b a r a n
1571	Serewen	clothes		hasun	hasun	clothes-	512	h a s u n
1572	Biak	clothes	36	mār, sansun	mār	clothes-1	513	m ā r
1573	Biak	clothes	36	mār, sansun	sansun	clothes-2	514	s a n s u n
1574	Roon	clothes		sasun	sasun	clothes-	512	s a s u n
1575	Dusner	clothes	39	sasun	sasun	clothes-1	513	s a s u n
1576	Buli	clothes	38	māl	māl	clothes-2	514	m ā l
1577	Irarutu (Mats)	clothes	43	frəmí	frəmí	clothes-43	515	f r ə m í
1578	Ma'ya Salawati	clothes	49	san'su³n	san'su³n	clothes-1	513	s a n 's u ³ n
1579	Umar	clothes	55	hahun	hahun	clothes-1	513	h a h u n
1580	Yaur	clothes	59	hìvò'ré	hìvò'ré	clothes-59	516	h ì v ò 'r é
1581	Yerisiam	clothes	60	kànsìomúa	kànsìomúa	clothes-60	517	k à n s ì o m ú a
1582	Moor	clothes	50	raresúna	raresúna	clothes-1	513	r a r e s ú n a
1583	PCEMP	cloud	67	taqe ni laŋit	taqe ni laŋit	cloud-3	521	taqe ni laŋit
1584	PMP	cloud	68	Rabun	Rabun	cloud-	518	R a b u n
1585	WAD	cloud	30	arepa	arepa	cloud-1	519	a r e p a
1586	Ambai	cloud	31	rarika	rarika	cloud-5	528	r a r i k a
1587	Ansus (P&D)	cloud	33	pipapa	pipapa	cloud-33	522	p i p a p a
1588	Ansus (EG)	cloud		mandipi	mandipi	cloud-	518	m a n d i p i
1589	Pom	cloud		mandep	mandep	cloud-	518	m a n d e p
1590	Serui-Laut (slump)	cloud	53	raria	raria	cloud-5	528	r a r i a
1591	KURUDU	cloud	69	mandep	mandep	cloud-	518	m a n d e p
1592	Biak	cloud	36	mandif	mandif	cloud-2	520	m a n d i f
1593	Biak Betew (Mutus)	cloud		rep	rep	cloud-	518	r e p
1594	Biak Numfoor (Mandori)	cloud		reb	reb	cloud-	518	r e b
1595	Roswar	cloud	70	fnuver?	fnuver?	cloud-	518	f n u v e r ?
1596	Roon	cloud		repevar	repevar	cloud-	518	r e p e v a r
1597	Dusner (celd)	cloud		diyawer	diyawer	cloud-	518	d i y a w e r
1598	Arguni	cloud	34	ta	ta	cloud-3	521	t a
1599	As (ABVD)	cloud	35	matɛm	matɛm	cloud-35	523	m a t ɛ m
1600	Biga (rem)	cloud	37	met	met	cloud-4	524	m e t
1601	Buli	cloud	38	mēt	mēt	cloud-4	524	m ē t
1602	Fiawat (fiawat)	cloud	40	mit	mit	cloud-4	524	m i t
1603	Gane	cloud	41	malukut	malukut	cloud-41	525	m a l u k u t
1604	Gebe	cloud	42	miɛt	miɛt	cloud-4	524	m i ɛ t
1605	Kawe (rem)	cloud	44	met	met	cloud-4	524	m e t
1606	Kowiai	cloud	45	loftaí	loftaí	cloud-45	526	l o f t a í
1607	Laganyan	cloud	46	met	met	cloud-4	524	m e t
1608	Irarutu (Mats)	cloud	43	tajé	tajé	cloud-3	521	t a j é
1609	Ambel (rem)	cloud	32	mandep	mandep	cloud-2	520	m a n d e p
1610	Matbat	cloud	47	ya¹²ŋ	ya¹²ŋ	cloud-47	527	y a ¹² ŋ
1611	Ma'ya Misool	cloud	48	me¹²t	me¹²t	cloud-4	524	m e ¹² t
1612	Ma'ya Salawati	cloud	49	me¹²t	me¹²t	cloud-4	524	m e ¹² t
1613	Sekar (ABVD)	cloud	52	dirite	dirite	cloud-52	529	d i r i t e
1614	Taba	cloud	54	mayas	mayas	cloud-54	530	m a y a s
1615	Wauyai	cloud	58	met	met	cloud-4	524	m e t
1616	Waropen (held)	cloud	57	arepa	arepa	cloud-1	519	a r e p a
1617	Umar	cloud	55	kmuae	kmuae	cloud-55	531	k m u a e
1618	Yaur	cloud	59	rìiré	rìiré	cloud-5	528	r ì i r é
1619	Yerisiam	cloud	60	ráríijárà	ráríijárà	cloud-5	528	r á r í i j á r à
1620	Moor	cloud	50	rīra'a	rīra'a	cloud-5	528	r ī r a 'a
1621	Warembori	cloud	56	manggamba-ro	manggamba-ro	cloud-56	532	m a n gg a m b a r o
1622	PMP	coconut	68	niuR	niuR	coconut-2	535	n i u R
1623	WAD	coconut	30	aŋgadi	aŋgadi	coconut-1	534	a ŋ g a d i
1624	Ambai	coconut	31	ankadi	ankadi	coconut-1	534	a n k a d i
1625	Ansus (P&D)	coconut	33	aŋgadi	aŋgadi	coconut-1	534	a ŋ g a d i
1626	Ansus (EG)	coconut		aŋkadi	aŋkadi	coconut-	533	a ŋ k a d i
1627	Pom	coconut		aivuoŋ	aivuoŋ	coconut-	533	a i v u o ŋ
1628	Serui-Laut (slump)	coconut	53	aŋkari	aŋkari	coconut-1	534	a ŋ k a r i
1629	KURUDU	coconut	69	aŋadi	aŋadi	coconut-	533	a ŋ a d i
1630	Biak	coconut	36	sra	sra	coconut-36	537	s r a
1631	Biak Betew (Mutus)	coconut		trai	trai	coconut-	533	t r a i
1632	Biak Numfoor (Mandori)	coconut		srai	srai	coconut-	533	s r a i
1633	Roswar	coconut	70	srai	srai	coconut-	533	s r a i
1634	Roon	coconut		sarai von	sarai von	coconut-	533	sarai von
1635	Biga (rem)	coconut	37	ni	ni	coconut-2	535	n i
1636	Fiawat (fiawat)	coconut	40	nyuw	nyuw	coconut-2	535	n y u w
1637	Kawe (rem)	coconut	44	nu	nu	coconut-2	535	n u
1638	Kowiai	coconut	45	niu(r)	niu(r)	coconut-2	535	n i u ( r )
1639	Laganyan	coconut	46	nu	nu	coconut-2	535	n u
1640	Irarutu (Mats)	coconut	43	umági	umági	coconut-43	538	u m á g i
1641	Ambel (rem)	coconut	32	kowt kapyuy	kowt kapyuy	coconut-32	536	kowt kapyuy
1642	Matbat	coconut	47	nu¹	nu¹	coconut-2	535	n u ¹
1643	Ma'ya Misool	coconut	48	nu¹²	nu¹²	coconut-2	535	n u ¹²
1644	Ma'ya Salawati	coconut	49	nu¹²	nu¹²	coconut-2	535	n u ¹²
1645	Sawai (CAD)	coconut	51	niwɛ	niwɛ	coconut-2	535	n i w ɛ
1646	Taba	coconut	54	niwi	niwi	coconut-2	535	n i w i
1647	Waropen (held)	coconut	57	niwaro	niwaro	coconut-2	535	n i w a r o
1648	Umar	coconut	55	mahrae	mahrae	coconut-55	539	m a h r a e
1649	Yaur	coconut	59	àhèríe	àhèríe	coconut-59	540	à h è r í e
1650	Yerisiam	coconut	60	núì	núì	coconut-2	535	n ú ì
1651	Moor	coconut	50	néra	néra	coconut-2	535	n é r a
1652	Warembori	coconut	56	nuan-do	nuan-do	coconut-2	535	n u a n d o
1653	PCEMP	cold	67	ma-dindiŋ	ma-dindiŋ	cold-3	544	m a d i n d i ŋ
1654	PMP	cold	68	ma-diŋdiŋ	ma-diŋdiŋ	cold-3	544	m a d i ŋ d i ŋ
1655	Ambai	cold	31	ikararutu	ikararutu	cold-2	543	i k a r a r u t u
1656	Ansus (P&D)	cold	33	dea	dea	cold-33	545	d e a
1657	Ansus (EG)	cold		dea	dea	cold-	541	d e a
1658	Pom	cold		parare, pariman	parare	cold-	541	p a r a r e
1659	Serui-Laut (slump)	cold	53	kararutu	kararutu	cold-53	550	k a r a r u t u
1660	KURUDU	cold	69	teitei	teitei	cold-	541	t e i t e i
1661	Biak	cold	36	prim	prim	cold-35	547	p r i m
1662	Biak Betew (Mutus)	cold		i-priyem	i-priyem	cold-	541	i p r i y e m
1663	Biak Numfoor (Mandori)	cold		i-pnunek	i-pnunek	cold-	541	i p n u n e k
1664	Roswar	cold	70	wepre	wepre	cold-	541	w e p r e
1665	Roon	cold		perim	perim	cold-	541	p e r i m
1666	Arguni	cold	34	popwat	popwat	cold-34	546	p o p w a t
1667	As (ABVD)	cold	35	pɛrim	pɛrim	cold-35	547	p ɛ r i m
1668	Biga (rem)	cold	37	kabutu	kabutu	cold-1	542	k a b u t u
1669	Buli	cold	38	mairiŋ	mairiŋ	cold-3	544	m a i r i ŋ
1670	Fiawat (fiawat)	cold	40	eblut	eblut	cold-1	542	e b l u t
1671	Gane	cold	41	makufin	makufin	cold-41	548	m a k u f i n
1672	Gebe	cold	42	mijiriŋ	mijiriŋ	cold-3	544	m i j i r i ŋ
1673	Kawe (rem)	cold	44	maririn	maririn	cold-3	544	m a r i r i n
1674	Kowiai	cold	45	rídin	rídin	cold-3	544	r í d i n
1675	Laganyan	cold	46	maririn	maririn	cold-3	544	m a r i r i n
1676	Irarutu (Mats)	cold	43	ridənə	ridənə	cold-3	544	r i d ə n ə
1677	Ambel (rem)	cold	32	kabyot	kabyot	cold-1	542	k a b y o t
1678	Matbat	cold	47	lo¹²t	lo¹²t	cold-1	542	l o ¹² t
1679	Ma'ya Misool	cold	48	kabloti¹²	kabloti¹²	cold-1	542	k a b l o t i ¹²
1680	Ma'ya Salawati	cold	49	kabloti³	kabloti³	cold-1	542	k a b l o t i ³
1681	Sekar (ABVD)	cold	52	ma|dirig	ma|dirig	cold-3	544	m a| d i r i g
1682	Wauyai	cold	58	mari rin	mari rin	cold-3	544	mari rin
1683	Waropen (held)	cold	57	fefe	fefe	cold-57	552	f e f e
1684	Umar	cold	55	drin	drin	cold-3	544	d r i n
1685	Yaur	cold	59	váandò'rè	váandò'rè	cold-59	553	v á a n d ò 'r è
1686	Yerisiam	cold	60	mámbóoráké	mámbóoráké	cold-60	554	m á m b ó o r á k é
1687	Moor	cold	50	venína	venína	cold-50	549	v e n í n a
1688	Warembori	cold	56	pere-o	pere-o	cold-56	551	p e r e o
1689	PCEMP	come, to here	67	ma(R)i	ma(R)i	come, to here-1	556	m a ( R ) i
1690	PMP	come, to here	68	maRi	maRi	come, to here-1	556	m a R i
1691	WAD	come, to here	30	ma	ma	come, to here-1	556	m a
1692	Ambai	come, to here	31	(ra)ma	(ra)ma	come, to here-1	556	( r a ) m a
1693	Ansus (P&D)	come, to here	33	(ra)ma	(ra)ma	come, to here-1	556	( r a ) m a
1694	Ansus (EG)	come, to here		rama	rama	come, to here-	555	r a m a
1695	Pom	come, to here		ramane	ramane	come, to here-	555	r a m a n e
1696	Serui-Laut (slump)	come, to here	53	ra-ma	ra-ma	come, to here-1	556	r a m a
1697	KURUDU	come, to here	69	rama	rama	come, to here-	555	r a m a
1698	Biak	come, to here	36	(ra)ma	(ra)ma	come, to here-1	556	( r a ) m a
1699	Biak Betew (Mutus)	come, to here		ya-rama	ya-rama	come, to here-	555	y a r a m a
1700	Biak Numfoor (Mandori)	come, to here		ryamuma	ryamuma	come, to here-	555	r y a m u m a
1701	Roswar	come, to here	70	we-rama	we-rama	come, to here-	555	w e r a m a
1702	Roon	come, to here		rama	rama	come, to here-	555	r a m a
1703	Dusner	come, to here	39	ma	ma	come, to here-1	556	m a
1704	Arguni	come, to here	34	ma	ma	come, to here-1	556	m a
1705	As (ABVD)	come, to here	35	ma	ma	come, to here-1	556	m a
1706	Biga (rem)	come, to here	37	mate, bot	mate	come, to here-1	556	m a t e
1707	Biga (rem)	come, to here	37	mate, bot	bot	come, to here-3	558	b o t
1708	Buli	come, to here	38	ma	ma	come, to here-1	556	m a
1709	Fiawat (fiawat)	come, to here	40	but	but	come, to here-3	558	b u t
1710	Gane	come, to here	41	wom	wom	come, to here-4	559	w o m
1711	Gebe	come, to here	42	eo pelma	eo pelma	come, to here-42	560	eo pelma
1712	Kawe (rem)	come, to here	44	but	but	come, to here-3	558	b u t
1713	Kowiai	come, to here	45	ba	ba	come, to here-45	561	b a
1714	Laganyan	come, to here	46	but	but	come, to here-3	558	b u t
1715	Irarutu (Mats)	come, to here	43	má	má	come, to here-1	556	m á
1716	Ambel (rem)	come, to here	32	la-dok	la-dok	come, to here-2	557	l a d o k
1717	Matbat	come, to here	47	bo³t	bo³t	come, to here-3	558	b o ³ t
1718	Ma'ya Misool	come, to here	48	bo³t	bo³t	come, to here-3	558	b o ³ t
1719	Ma'ya Salawati	come, to here	49	bo³t	bo³t	come, to here-3	558	b o ³ t
1720	Sekar (ABVD)	come, to here	52	ma	ma	come, to here-1	556	m a
1721	Taba	come, to here	54	wom	wom	come, to here-4	559	w o m
1722	Wauyai	come, to here	58	but	but	come, to here-3	558	b u t
1723	Waropen (held)	come, to here	57	(ra)ma	(ra)ma	come, to here-1	556	( r a ) m a
1724	Umar	come, to here	55	rma	rma	come, to here-1	556	r m a
1725	Yaur	come, to here	59	rèérè	rèérè	come, to here-2	557	r è é r è
1726	Moor	come, to here	50	ráma	ráma	come, to here-1	556	r á m a
1727	Warembori	come, to here	56	da-mo	da-mo	come, to here-1	556	d a m o
1728	PCEMP	correct	67	bənər	bənər	correct-	562	b ə n ə r
1729	WAD	correct	30	tindia	tindia	correct-1	563	t i n d i a
1730	Ambai	correct	31	tarai	tarai	correct-31	565	t a r a i
1731	Ansus (P&D)	correct	33	mai	mai	correct-33	566	m a i
1732	Ansus (EG)	correct		piboki	piboki	correct-	562	p i b o k i
1733	Pom	correct		mahi	mahi	correct-	562	m a h i
1734	Biak	correct	36	kàku	kàku	correct-36	569	k à k u
1735	Roon	correct		kaku	kaku	correct-	562	k a k u
1736	Dusner	correct	39	tatu	tatu	correct-2	564	t a t u
1737	Arguni	correct	34	marore	marore	correct-34	567	m a r o r e
1738	As (ABVD)	correct	35	malɔʔ	malɔʔ	correct-35	568	m a l ɔ ʔ
1739	Biga (rem)	correct	37	mɔlde	mɔlde	correct-38	571	m ɔ l d e
